1,3,5,1520091538305,0
1,1,5,1520091540491,0
1,2,3,1520091557854,0
1,0,3,1520091587757,0
1,1,1,1520091592321,0
1,0,3,1520091598035,0
1,3,1,1520091605853,0
1,1,1,1520091607339,0
1,2,3,1520091616987,0
1,1,1,1520091640170,0
9,3,4,1520096718222,0
9,2,3,1520096738592,0
9,0,3,1520096757436,0
9,1,1,1520096759604,0
9,0,3,1520096772850,0
9,1,1,1520096777144,0
9,0,3,1520096796739,0
9,1,1,1520096804216,0
15,1,5,1520099887698,0
15,0,3,1520099902967,0
15,1,1,1520099917201,0
15,0,3,1520099924026,0
15,1,1,1520099955194,0
15,0,3,1520099985393,0
15,1,1,1520099987176,0
15,0,-1,1520099992628,0
20,1,0,1520105047629,0
20,2,0,1520105101181,0

32,1,4,1520111714312,0
32,0,-1,1520111723123,0
32,1,1,1520111731542,0
32,0,-1,1520111748733,0
32,1,1,1520111752756,0
32,0,3,1520111770755,0
32,1,1,1520111779936,0
32,2,3,1520111795019,0

37,3,5,1520114363672,0
37,0,3,1520114376623,0
37,1,1,1520114388338,0
37,0,3,1520114393585,0
37,1,1,1520114397701,0
37,0,3,1520114405789,0
37,1,1,1520114412614,0
37,0,3,1520114419634,0
37,1,1,1520114428052,0
37,0,3,1520114437364,0
37,3,5,1520114487226,0

41,1,4,1520116144862,0
41,0,-1,1520116183449,0
41,1,1,1520116226711,0

48,0,-1,1520119914428,0
48,1,1,1520119916491,0
48,0,-1,1520119939765,0
48,1,1,1520119942772,0
48,0,-1,1520119954187,0
48,1,1,1520119956311,0
48,0,-1,1520119967938,0
48,1,1,1520119970036,0
48,0,3,1520119988807,0
48,1,1,1520119990906,0
48,0,3,1520120006622,0
48,1,1,1520120013693,0

